bts;nearest;distance
Costa di Rovigo;Arqua Polesine;5357.127626508718
Monte Rapanolo;Fondi Nord;5534.043917636294
Leno;Ghedi;6481.871884972293
San Gervasio;Pontevico;5141.598692636132
Isorella;Gambara;5350.531575672094
Pianezza RI;Colleverde;3833.4025574180473
Colleverde;Leonessa RI;3333.5368798822024
Coronella;Pianezza RI;4660.2390729862145
Leonessa RI;Colleverde;3333.5368798822024
Colle Moretto;Colleverde;5953.100082674781
Cossato;Castellengo;4748.9999835082945
Bonassola;Bonassola Cimitero;1073.2730159723633
Soviore;Monterosso;2626.439598674053
S.Agata De Goti Nord;S.Agata De Goti;2603.511558598945
Limina;Castelmola;6566.187216900072
Limone Piemonte;Vernante;6527.292658040188
Doss Casina;Brione;4029.0336298874263
Limone sul Garda;Tremosine;5085.418193371639
Lioni;Caposele Materdomini;6898.716790213349
Lipari Centro;Canneto;1966.8056246427889
Lipari CR;Canneto;2454.1071536439254
Lipari San Salvatore;Lipari Centro;2475.198523439939
Canneto;Lipari Centro;1966.8056246427889
Eira;Monte della Neve;3772.694675375714
Monte della Neve 2;Monte della Neve;250.78052163695247
Monte della Neve;Monte della Neve 2;250.78052163695247
Arabba;Passo Pordoi;5351.041385760637
Livorno Castellaccio;Rosignano;13750.009386007645
Lodi Casello;Lodi Vecchio;4290.802936772003
Mandro;Lodrino;896.2023053059361
Invico;Lodrino;1391.1898915124705
Lodrino;Mandro;896.2023053059361
Caregno;Tavernole sul Mella;4533.620861677743
Monzuno;Cedrecchia;4043.5533431484955
Cedrecchia;Castel dellAlpi;3615.7789662038203
Monte Giovine;Marzabotto;3394.7706675105896
Monte San Pietro;Marzabotto;4049.2683799521506
Loiano;Monzuno;5144.282386932005
Porto San Paolo;Porto Istana;1970.8658782919397
Cameri;Galliate Novarese;3530.235935926239
Rosolina Centro;Porto Viro;4610.821952407095
Riese;Caselle;2751.084447284556
Cavaso del Tomba;Possagno;608.5366262270808
Loria;Mussolente;5282.461014858458
Lucca P.ta Elisa;Monte Cascetto;9591.212342048571
Groppovisdomo;Riglio;3540.3193503556768
Ducato di Fabriago;Campotto;5125.149127959508
Luino Voldomino;Montegrino San Martino;3061.9265217501984
Mozzate NORD;Lurago Marinone Acquedotto;4027.6111849373683
Lusiana;Monte Corno;3534.767643989765
Luzzi;Casetta Del Principe;3754.3225523601154
Torano Castello;San Marco Argentano;6655.233542545042
San Marco Argentano;Torano Castello;6655.233542545042
Cannobio;San Bartolomeo RTO;4523.105289478692
Curiglia Municipio;Veddasca Municipio;1142.4615973225025
Colle Tolentino;Urbisaglia;6446.195854770386
Bill;Motta;2216.261910060263
Motta;Bill;2216.261910060263
Pizzo Groppera;Madesimo;3717.5726257898496
Germagno;Cardello;579.7584785887661
Arola;Egro;1865.589815356261
Margone;Castel Madruzzo;3610.224482048638
Castel Madruzzo;Margone;3610.224482048638
Roccasecca fr ;Priverno;4028.495595454807
Fossanova;Sonnino Monte Pero;2309.7976222976013
Sonnino Monte Pero;Fossanova;2309.7976222976013
Maenza;Roccasecca fr ;6453.414004518026
Magione;Passignano;6224.971554103437
Montebuono;Montali;4149.777777830152
Buja;Artegna;2257.7643358776036
Magnano in Riviera;Artegna;2348.417026292394
Artegna;Buja;2257.7643358776036
Monte Di Buja;Buja;3251.67552925848
Tarcento;Useunt;3168.797076860816
Soriano Calabro;Vazzano Pizzoni;4297.328797064215
Mairago;Basiasco;1736.1399495359935
Basiasco;Mairago;1736.1399495359935
Gemona;Venzone;2786.831156017142
Majano;San Daniele del Friuli;4959.5978784180525
Malalbergo;Poggio Renatico;6312.193491327945
Malè;Peller;1427.7992386218853
Crotta dAdda;Acquanegra Cremonese;3224.870887508814
Finero;Piaschetta;2387.150610936798
Piaschetta;Malesco;1750.7709743229798
Alpe Cortino;Malesco;2170.8924392384292
Toceno;Santa Maria Maggiore;2452.7940971521302
Malesco;Piaschetta;1750.7709743229798
Bric della Tesa;Bormida;2688.9694210914695
Planol;Alta Val Venosta;10235.588419806529
Castiglione Olona Centro;Castiglione Olona Acquedotto;969.3000254610229
Binago;Olgiate Comasco;3506.5398321185817
Manciano;Pitigliano;14762.328114992411
Castellinaldo;Priocca;2344.9711946265556
San Damiano DAsti;Priocca;6910.468665123614
Bric Avene;Neive;2995.913074792796
Maniago;Monte San Lorenzo;3891.1094502439746
Sequals;Travesio;5232.327662063517
Monte San Lorenzo;Poffabro;3290.3050653464734
Curtatone;Buscoldo;3435.4347816008335
Buscoldo;Curtatone;3435.4347816008335
Valpolicella;Negrar;3151.990445506092
Maranzana;Ricaldone;3116.4589179126965
Ricaldone;Maranzana;3116.4589179126965
Maratea Santa Venere;Maratea;1831.3517162523176
Maratea;Maratea Santa Venere;1831.3517162523176
Marcellinara;Amato;2619.573523377116
Elba Colle Lecoano;Elba Biodola;1475.631784508194
Elba San Andrea;Elba Capanne;3761.1929904874187
Pascarola;San Michele Maddaloni;8680.474229045774
Marebbe;La Valle;4290.327108891788
Marradi Belvedere;San Benedetto in Alpe;10766.120171736155
Contrada Fontanelle;Paolini;2285.0761292249367
Paolini;Contrada Fontanelle;2285.0761292249367
Contrada Conca;Contrada Fontanelle;3354.2469650702556
Sarconi;Spinoso;10169.430649094209
Spinoso;Sarconi;10169.430649094209
Villa Dagri;Tramutola;6083.110774457187
Montefiascone;Montefiascone Sud;2349.0132116811715
Marta;Montefiascone;6776.365100743022
Marghera;Spinea;3521.603024682671
Martellago;Scorzè;4797.662101913348
Scorzè;Zero Branco;3993.890821886487
Martina Franca;Masseria Trasconi;7766.978497558957
Masseria Trasconi;Martina Franca;7766.978497558957
Monsampolo;Rocchetta;4916.353303994412
Rocchetta;Monsampolo;4916.353303994412
Marzabotto;Monte Giovine;3394.7706675105896
Masone Ciassun;Turchino Pastorino;2503.384032510762
Massa Lombarda;Ducato di Fabriago;6337.842616423202
Massanzago;Borgoricco;4515.013805747155
Noale;Salzano;4179.591699867382
Santa Maria di Sala;Massanzago;5385.451223199744
Massimino;Murialdo Baduoli;3316.8428250527377
Sambughetto;Massiola;1636.4452412707753
Massiola;Sambughetto;1636.4452412707753
Matelica;Pioraco;8766.616284544738
Mazzarino centro;Riesi;10230.901941167336
Mede;Sartirana Lomellina nord;6252.782742648696
Cergnago;San Giorgio di Lomellina;3360.946201430781
Rivarone;Piovera;3071.6137753069565
Poffabro;Monte San Lorenzo;3290.3050653464734
Forlì Stazione;San Pietro in Guardiano;9802.246253053025
Meldola;Bertinoro;5846.155814647611
Monte Amandola;Mele;2338.267892521049
Turchino Pastorino;Ribattaiola;1803.524435408061
Ribattaiola;Turchino Pastorino;1803.524435408061
Mele;Monte Amandola;2338.267892521049
Colle Montanaro;Melfi;4469.147990669811
Ripacandida;Rionero in Vulture;6033.737034836015
Melfi;Colle Montanaro;4469.147990669811
San Bernardo Mendatica;Montegrosso Pian Latte;3396.8845024755215
Nava;Nava2;1654.895452762374
Lovegno;Borghetto dArroscia;4496.105521208951
Mentana;Monte Oliveto;3945.9496820836393
Roncade;San Biagio di Callalta;6799.963883338954
Merano;Muta;3676.102894677733
Muta;Merano;3676.102894677733
Betania;Borgo Pace;2099.4912141811856
Mercatino Conca;Montelicciano;2703.8313817713174
Borgo Montoro;Mercato San Severino;2568.454115825031
Mercato San Severino;Borgo Montoro;2568.454115825031
Mereto di Tomba;Basiliano;5036.3344969983145
Basagliapenta;Basiliano;3885.111078789821
Mesola;Taglio di Po;8340.657859170842
Tolceto;La Costa;2064.817236485802
Mezzojuso;Cefala Diana;4092.8023915879885
Mignanego;Sciorba;1636.8775169835233
Millesimo;Cengio;2594.6858376600817
Saliceto;Sale delle Langhe;3081.5435167194673
Cengio;Millesimo;2594.6858376600817
Gorfigliano;Piazza al Serchio;3211.0317020828493
Minucciano;Gorfigliano;4197.763973900634
Mioglia;Pontinvrea Tecnotel;4805.210107324803
Mirabella Imbaccari;San Michele Ganzaria;7094.118021316112
San Michele Ganzaria;Mirabella Imbaccari;7094.118021316112
Vinchiaturo Monte;Vinchiaturo;3002.7199497949855
Spinea;Marghera;3521.603024682671
Salzano;Noale;4179.591699867382
Monte Verzi;Coreglia Ligure;4527.481154726303
Gattorna;Monte Tugio;2095.4215309115825
Modigliana;Monte Visano;5250.156811870268
Moena;Pozza di Fassa;7611.725339349812
Pozza di Fassa;Col Rodella;6872.633035304603
Mogliano Veneto;Venezia Nord;4086.489534937186
Reggiolo;Gonzaga;2911.024989617833
Moglia;Gonzaga;7159.249885393025
Iainich;San Leonardo INSIEL;2349.375303031564
Moimacco;Premariacco Centro;3080.843860478136
Torreano;Cividale del Friuli;3310.7255836161585
Molfetta Cimitero;Molfetta;2688.1278180171944
Molfetta;Molfetta Cimitero;2688.1278180171944
Molinella;Marrara;11736.747161783233
Moltrasio;Monte Bisbino;2858.116059696461
Mombasiglio;Fiamenga;6418.0400206457525
Monchiero;Monte Rustico;5230.2037581420145
Miscoso;Succiso Nuovo;2722.8679676054953
Succiso;Succiso Nuovo;1418.0740246728626
Lugolo;Succiso;2867.9331263738086
Groppacardello;Palanzano PAL;4699.207414188796
Bracco;Sestri Levante;1657.991451331381
Moneglia Rai;Bracco;1941.3981657730014
Sei Busi;Gradisca dIsonzo;4983.596980625714
Grado;Sei Busi;14306.384261495568
Agliano;Mongardino;5034.705445284742
Rocchetta Tanaro;Masio;4120.206633650061
Monale;Baldichieri;4211.792993456568
Calliano;Montemagno;4406.895739174514
Montemagno;Viarigi;3784.8194200848566
Viarigi;Montemagno;3784.8194200848566
Mongardino;Asti RAI;3600.1652985099354
Castel dellAlpi;Cedrecchia;3615.7789662038203
Raffa;San Felice del Benaco;2439.118282507181
Sirmione;Colombare;3290.3373058043826
Centenaro;Desenzano;3855.629421854978
Moniga del Garda;Manerba Crociale;1892.444666807674
Montà ;Canale;3845.6093934475925
Triangia;Castione Andevenno;2934.8726862468375
Ponte Valtellina;Castionetto;3540.4710039494767
Amiata;Arcidosso;7175.702221845373
Montalcino;Montelaterone;17706.43646198215
Montallegro Colombara;Cattolica Eraclea;6376.016050340708
Cattolica Eraclea;Montallegro Colombara;6376.016050340708
Carpasio;Monte Badalucco;4993.658613881361
Pescia Fiorentina;Montalto Marina;15704.945250620427
Montalto Paese;Montalto Marina;2192.3890562792894
Montalto Marina;Montalto Paese;2192.3890562792894
Montano Antilia Bosco;Montano Antilia;1597.8551626104415
Montano Antilia;Montano Antilia Bosco;1597.8551626104415
Monte Argentario;Orbetello Scalo POP;9525.81181217554
Montelicciano;Mercatino Conca;2703.8313817713174
Monte Romano;Tarquinia;11137.53412093556
Calderino;Monte Capra;2330.264215077991
Monte San Giovanni;Monte San Pietro;4717.811077999748
Monte San Savino;Rigomagno;8476.505766767123
Mammi;Cortona;7992.109773228392
Montebelluna ovest;Montebelluna;1911.779055747845
Sambucheto;Spaccio Bacucco;4580.624665101806
Monte Melezzole;Corbara;8201.146309615151
Acquasparta;Le Cese;5993.637195664472
Cigliano;Taizzano Terrazza;4864.229211786299
La Sassa;Poggio Castelluccio;10847.771790381015
Poggio Vitalba;Malandrone;8766.629680547345
Pianacci;Pescia;2568.2053702406206
Montecatini Centro;Monsummano;4832.94861970016
Pietrarubbia;Monte Carpegna;3903.948941540331
Monte Carpegna;Carpegna;3708.7600065026672
Montecosaro Scalo;Trodica;5490.992369653223
Trodica;Castellano;4629.335478405718
San Potito;Serino Santo Stefano;4662.390858371046
Montelparo;Rotella;6169.222956172935
Monte Sibilla;Amandola;8294.930720935907
Monte Pasillo;Montefalcone;4262.699918451686
Viterbo Autostrada;Valle Castellone Iugo;5982.975263414091
Montefiascone Nord;Montefiascone Sud;2022.403414747126
Montefiascone Sud;Montefiascone Nord;2022.403414747126
Valle Castellone Iugo;Montefiascone Sud;5321.642755901776
Passo Cento Croci MO;Riolunato;5752.143996214517
Montefiorino;Gatta;7212.12168207316
Costalunga;Gambellara;3167.9576015140333
Abetito Cimitero;Venamartello;7545.051626130637
Padova Est;Padova Sud;2133.3365062974967
Torreglia;Treponti;4529.5268625140625
Montella;Bagnoli Irpino;4819.671942467368
Bagnoli Irpino;Nusco Fontigliano;4406.488110124289
Nusco Fontigliano;Bagnoli Irpino;4406.488110124289
Montemarano;Paternopoli;4980.73886194844
Vasto;Monteodorisio;5741.3083160465685
Gissi San Buono;Fresagrandinaria;4884.313319994277
Montepaone;Gasperina;3816.0228087895625
Torrita Di Siena Cimitero;Sinalunga;4919.454109426759
Montepulciano SUD;Monte Pereta;5774.761701495709
Montepulciano Stazione;Torrita Di Siena Cimitero;8316.126326003012
San Giovanni Paganica;Montereale AQ;4797.265974008423
Verrico;Ville di Fano;3655.158879540977
Ville di Fano;Montereale AQ;3001.958745659511
Montereale AQ;Ville di Fano;3001.958745659511
Monte delle Formiche;Cà Bazzone;3916.2161292997143
Cà Bazzone;Monte delle Formiche;3916.2161292997143
Montesano;Casalbuono;6400.081177128765
Sala Consilina;Padula;7155.6084123960445
Varchignoli;Villadossola;1956.5544474389424
Cardezza;Villadossola;1871.3174568971676
Montese ZI;Montese Centro;623.6885773481569
Montese PAL;Montese ZI;1015.3073630589208
Monte Veronese;Pianelli;3387.857429616168
Santa Margherita di Belice;Montevago;3851.26691930375
Partanna Montagna;Santa Ninfa;4050.5231213661036
Montevago;Santa Margherita di Belice;3851.26691930375
Valcava;Roncola;3668.8867305777444
Viganò;Lissolo;3001.962865548233
Montevecchia;Montevecchia Chiesa;620.5129304243303
Poggio Castelluccio;Suvereto;8171.616958870115
Prasanto;Civate;2456.1332091739264
Montichiari;Montichiari 2;1539.64831412513
Monticiano;Roccastrada Sud;11688.349019807429
Poggio Montieri;Monte Arsenti;12945.818441683017
Montignoso;Tombara Tecchioni;2050.9711326821393
Monti Sassari;Telti loc.La Riccia;9109.48892595759
Monte Limbara;Calangianus;7778.958255949974
Montodine;Castelleone;2942.8823848538277
Montemoro;Casella Regiosci;5474.973560641995
Volta Mantovana;Valeggio Sul Mincio;3784.805368595817
Monzambano;Salionze;3256.07386060576
Morano Calabro;Castrovillari;3129.274161553715
Morazzone;Gazzada Paese;1488.3334904839603
Morbegno Arzo;Morbegno Centro;1509.7874548845725
Bema;Morbegno Arzo;1873.357305913909
Morbegno Centro;Morbegno Arzo;1509.7874548845725
Morciano POP;San Clemente Agorà;1478.5342904105644
Morcone Nord;Pontelandolfo;7724.611719116131
Monte Littu;Ozieri;2491.0774596095043
Mores;Torralba;6413.425149294362
Moretta INALPI;Torre San Giorgio;2912.344359586768
Torre San Giorgio;Moretta INALPI;2912.344359586768
Saluzzo ;Torre San Giorgio;8929.190681092557
Villafranca Piemonte;Moretta INALPI;4766.6560712754235
Morfasso;Casali;2148.802545673246
Villanova TV;Moriago della battaglia;5475.43522366138
Moriago della battaglia;Vidor;3576.360344882753
Margarita;Chiusa di Pesio;6280.534341873829
Morozzo;Margarita;6289.89124512827
Morsano;Ramuscello;3639.926885080886
Ramuscello;Morsano;3639.926885080886
Cordovado;Ramuscello;4566.285170489723
Morterone;Piani di Erna;3357.2762045454806
Mosciano SantAngelo;Colle Imperatore;3065.1895939158258
Colle Imperatore;Mosciano SantAngelo;3065.1895939158258
Costafiore;Monte Capolapiaggia;10864.879791772768
Arzelato;Zeri Monte Vaio;6066.383482805523
Mulazzo Irola;Bagnone;4065.8388327888724
Villaputzu;Monte Nieddu;6551.325096372117
Murialdo Bric del Pazzo;Murialdo;2924.813331535943
Murialdo Baduoli;Murialdo;3287.709064231397
Murialdo;Murialdo Bric del Pazzo;2924.813331535943
Muro Lucano;Bella;3857.3690954017798
Latisana;Precenicco;5049.122101709034
Muzzana del Turgnano;Precenicco;5045.642765036175
Camaldoli;Rione alto;2542.0238485767
Rione alto;Camaldoli;2542.0238485767
Calvizzano;San Rocco;3713.6713534348455
Taizzano Terrazza;Taizzano Centro;385.5157900162711
Nasino Borgo;Alto;2051.222660229921
Strà;Zuccarello;3337.908039942612
Naso;Capo dOrlando;5260.429825036657
Naturno;Naturno Centro;2330.996129338811
Naturno Centro;Naturno;2330.996129338811
Piana Di Navelli;Fontecchio;4104.253979036255
Salena;San Gallo;1246.0454039977087
Arbizzano;Negrar;3116.9757969871293
Negrar;Arbizzano;3116.9757969871293
Pian Croso;Gattorna;3029.4327647654445
Neive;Bric Avene;2995.913074792796
Gavarno comune;Gavarno Rinnovata;461.97373696529405
Gavarno Rinnovata;Gavarno comune;461.97373696529405
Orzale;Carobbio;3137.8334135220193
Nimis;Attimis;3264.851240419248
Remugnano;Tricesimo;3057.877114863756
Nissoria;Agira;5152.82946794345
Incisa Scapaccino;Maranzana;6977.112683158231
Monte Pennino;Bagnara Micro;1209.6115786316725
Boschetto PG;Maccantone;4060.1184749332156
Maccantone;Monte Maggio;3088.479470972127
Bagnara Micro;Monte Pennino;1209.6115786316725
Africa;Bagnara Micro;6338.136279661156
Nogara;Calcinaro;3744.659980166668
Noli;Borghi;3357.4404450698726
Nonantola;Ravarino;7598.97413140676
Ravarino;Nonantola;7598.97413140676
Nonio;Agrano;2792.059848980875
Norcia;Monte Pozzoni;7988.933582098009
Monte Pozzoni;Avendita Cimitero;6498.71395103593
Nova Levante;Moena;11034.060062175278
Verceia;Albonico;3192.6495720567063
Novellara;Guastalla;9241.706090371208
Bagnolo in Piano;Reggio Emilia ZI;3641.482652856409
Roncocesi;Reggio Emilia ZI;6470.948398414226
Noventa Padovana;Vigonovo;3292.417296631719
Brugine;Vigonovo;7161.248405614412
Chiaramonti;Nulvi;7981.687676148728
Erula;Perfugas;8027.466662259175
Nulvi;Osilo;7111.098125843713
Masainas;SantAnna Arresi;5806.687996591157
Narcao;Santadi;9683.383957431537
Stienta;Fiesso Umbertiano;5763.469368899436
Occhiobello Maddalena;Stienta;5796.568948941774
Oderzo Centro;Oderzo;1421.6960521125359
Piavon;Oderzo Centro;2673.8855814885283
Mansuè;Oderzo Centro;5667.4207467134875
Eupilio;Ponte Lambro;3560.6465526816296
Oggiono;Villa Vergano;2713.492401979096
Cugnana;Porto Rotondo;2576.3624439941887
Capo Figari;Muntigu Nieddu;7534.243903312552
Muntigu Nieddu;Cugnana;5869.098254494546
Porto Rotondo;Cugnana;2576.3624439941887
Porto Istana;Porto San Paolo;1970.8658782919397
Barengo;Cavaglietto;3104.859203006988
Marano Ticino;Oleggio centro;3229.0363178098737
Olgiate Molgora;Montevecchia;2622.869355210693
Oliena Nord;Monte Ortobene;5292.301219867382
Oliveto Citra;Colliano Monte;7906.59544907752
Colliano Monte;Oliveto Citra;7906.59544907752
San Michele Fanghetto;Olivetta San Michele;993.8925588973613
Cima Rovere;San Michele Fanghetto;2217.333272546587
Olivetta San Michele;San Michele Fanghetto;993.8925588973613
Chantè;Dialley;3955.3373293364284
Olmedo;Tottubella;5597.798074287545
Oltre il Colle;Gorno;7361.795186411247
Quarna Belvedere;Quarna Centro;1151.4434419629124
Omegna lago;Omegna Bagnella;1749.9534263260755
Omegna Bagnella;Omegna lago;1749.9534263260755
Agrano;Omegna Bagnella;2572.9477798171865
Casale Corte Cerro;Gravellona Toce;2199.923869237306
Bosco;Tumei;2356.336506561902
Isola Rizza;Ca degli Oppi;4995.621709921049
Castelcerino;Monte Mirabello;3610.355408792589
Vallese;Ca degli Oppi;5085.499542467987
Ca degli Oppi;Bovolone;4336.048084884702
Orbetello Scalo POP;Monte Argentario;9525.81181217554
Orco Feglino;Borghi;1928.2652744174195
Borghi;Orco Feglino;1928.2652744174195
Ormelle;Oderzo;4734.893166737454
Orosei Settile;Monte Tuttavista;4377.158571344454
Amelia;Cigliano;6939.209799602957
Monte San Pancrazio;Monte Cosce;3527.8780229926397
Monte Cosce;Monte San Pancrazio;3527.8780229926397
Ortona dei Marsi;Gioia dei Marsi;4867.860721029269
Monte della Selva;Sulmona;6766.232076539648
Riccio San Pietro;Riccio;1019.1612250787445
Riccio;Riccio San Pietro;1019.1612250787445
Ortona Zona Industriale;Ortona Centro;3598.057510550917
Ortona;Ortona Bardella;2032.4460299864518
Ortona Bardella;Ortona;2032.4460299864518
Ortona Centro;Ortona;2515.153658595839
Francavilla;Colle Tavoletta;6636.07200589068
Ripa Teatina;Vacri;3526.31881237629
Colle Tavoletta;Colle San Salvatore;5361.231597716325
Ortovero;Garlenda;2262.8190830667963
Garlenda;Ortovero;2262.8190830667963
Orvieto Scalo;Porano;6112.688336034651
Soncino;Romanengo;6463.725625212079
Oschiri Monte Ulia;Erula;14321.874492848117
Campocavallo;Spaccio Bacucco;6063.781906494846
Osoppo;Buja;3074.8117639596007
Barche di Ome;Monte Quarone BS;2947.521735733265
Ospitaletto;Travagliato;3660.9969187607862
Travagliato;Berlingo;2952.8396739350683
Cazzago San Martino;Rovato;3475.7559013780424
Sassari Monte Oro;Sassari Li Punti;4274.159551579383
Ossi;Codrongianos;5708.526389293254
Revere;Ostiglia;2455.7795811471215
Valle delle Delizie;Vesuvio;6243.685718806347
Ovada;Trisobbio;2959.161484074501
Bric Mondo;Masone Ciassun;6096.34906515162
Molare;Trisobbio;2706.717230554366
Monte Tenchia;Paluzza;3474.483428658929
Ovaro;Zoncolan;6390.741188192176
Ozieri;Monte Littu;2491.0774596095043
Ozzano Monferrato;Casale Monferrato;2774.415148141472
Xitta;Paceco;2469.1706961809173
Paceco;Xitta;2469.1706961809173
Erice;Xitta;5464.958085828865
Padenghe;Moniga del Garda;2596.732604274241
Monte Peraro;Monte Venda;2207.7636826695657
Pacevecchia;San Marco Ai Monti;5522.215696973165
San Marco Ai Monti;Montefusco;4116.882661273167
Piano Pantano;Casalbore;11592.753536912562
Paduli;Apice;5907.129251741546
Paesana;Montoso;7024.849400600802
Martiniana Po;Brossasco;7225.6921424835655
Angri;Lettere;5082.220187415532
Monte SantAngelo;Ravello;7224.383353078411
Palanzano PAL;Groppacardello;4699.207414188796
Palau;La Maddalena;4834.522848030509
Grifone;Altofonte;5513.447422192515
Palma Campania;Quindici;5129.936697871184
Poggiomarino Campagna;Madonna del Carmine ;5258.285049243822
Gonars;Bicinicco;3589.447502858504
Chiopris;Trivignano Udinese;3963.1633461275887
Bicinicco;Gonars;3589.447502858504
Palombara Sabina;Monte Gennaro;2249.268875305725
Paluzza;Monte Tenchia;3474.483428658929
Zoncolan;Ovaro;6390.741188192176
Timau;Monte Tenchia;3531.686828724923
Ceresole dAlba;Sommariva Bosco;5111.755664699549
Pancalieri;Lombriasco;4529.073489087366
Lombriasco;Pancalieri;4529.073489087366
Corciano;Trinità;2524.2539528875345
Pantelleria CR;Pantelleria Khamma;3261.0006951283694
Pantelleria Porto;Pantelleria Aeroporto;2720.9878702736996
Pantelleria Khamma;Pantelleria CR;3261.0006951283694
Pantelleria Scauri;Pantelleria CR;3299.402913244847
Pantelleria Aeroporto;Pantelleria Porto;2720.9878702736996
Papozze;Baricetta;7487.7235277889
Narro;Parlasco;1144.228551350788
Paglio;Premana2;1157.3476224826347
Treccione;Santa Maria Rezzonico;1620.1641574270961
Parma PMR;Parma Stadio;1936.6978008372248
Parma Stadio;Parma PO;1731.4029969417127
Parona Campanile;Parona;2840.6846728360147
Mortara Parboriz;Mortara;1511.5963463450091
Partinico_A29;Romitello;8529.792096604246
Paruzzaro;Arona Casello;1800.7612531512234
Arona Acquedotto;Dormelletto;2129.174968226879
Arona Casello;Scella;1273.3727490022998
Pasiano di Pordenone;Meduna di Livenza;2944.591849137137
Passignano;Castel Rigone;4483.238171202585
Panicale;Pausillo;3245.347945223217
Pastrengo;Ospedaletto;3545.3660834441375
Pasturo;Zucco Angelone;1034.1433002355338
Paternopoli;Montemarano;4980.73886194844
Monte Pierfaone;Paterno Ponte delle Chianche;13627.854985946984
Paterno Ponte delle Chianche;Villa Dagri;7337.726287261989
Paularo;Paluzza;10031.391306353486
Ceranova;Torrevecchia Pia;5691.020461604237
Palazzo Canavese;Magnano;1352.5980508406656
Monzone;Colle Montese;3886.418222349537
Pianelli;Monte Veronese;3387.857429616168
Monte Belvedere;Bombiana;5056.176959853977
Peccioli;Capannoli;5882.684135897324
Pedaso Agora;Val Daso;6038.484029055667
Pejo;Vermiglio;8879.515984607391
Salvat;Vermiglio;5766.875274328642
Rurale;Aione;2223.3756811972303
Aione;Bignoni;1915.3500259662242
Penna in Teverina;Madonna della Quercia;6665.595426609951
Monte Ercole;Monte Benedetto;1441.2236202097881
Pereto;Oricola;4177.092665619212
Perfugas;Sedini;5268.69495993348
Calisio;Civezzano;3382.2897199417257
Civezzano;Calisio;3382.2897199417257
Falesina;Pergine Valsugana;3413.318214046023
Pergine Valsugana;Falesina;3413.318214046023
Pergola;Monterubbio;4064.075970834952
Suseneo;Seborga;2965.762713452068
PerosaArgentinaForte;Villar Perosa;6165.2651876609725
Castiglione Ugolino;San Giovanni del Pantano;5773.9438020166
San Giovanni del Pantano;Castiglione Ugolino;5773.9438020166
Pila Perugia;Trinità;7864.745380066524
Montali;Montebuono;4149.777777830152
Pesaro Zona Industriale;Colle Gianmarchi;2956.1489294229837
Ospedaletto;SantAmbrogio di Valpolicella;1149.8117953455649
Pescantina;Bussolengo;3571.228046283969
Colle del Telegrafo;Cappelle sul Tavo;6785.963898539737
Pescasseroli;Balsorano;13589.722802483773
Valgreghentino;Olginate;3049.272229308276
Monte Melma;Lecco Olate;2406.214738548015
Pescia;Pianacci;2568.2053702406206
Pietrabuona;Pianacci;2996.9460172197837
Tavernole sul Mella;Marmentino;2294.6315936182637
Marmentino;Tavernole sul Mella;2294.6315936182637
Piana Degli Albanesi;Altofonte;6020.110864857977
Bienno;Breno;1860.002078622007
Livergnano;Monte delle Formiche;4158.263772423426
Pianoro PAL;Pian di Macina;2675.7677637359993
Botteghino;Botteghino 2;1213.0054326785905
Botteghino 2;Botteghino;1213.0054326785905
Piazza al Serchio;Gorfigliano;3211.0317020828493
Piazza Armerina;Aidone;6035.731739802905
Piazzatorre;Torcola Piazzatorre;2702.52406640804
Picinisco;Cassino Nord;8594.591270335717
Piedicavallo;Niel;6596.209200260202
Pausillo;Panicale;3245.347945223217
Pietra Ligure;Giustenice;2638.258780183199
Pietrabbondante;Agnone;7199.947467200589
Capracotta;Agnone;12064.531713069282
PietralungaPG;Maritonda;5556.495865022644
Pietravairano;Vairano;3705.761054805502
Monte Fema;Saccovescio;7024.7451506210255
Genestredo;Pieve Vergonte;2099.6624023981976
Premosello Chiovenda;Colloro;398.8624794014862
Colloro;Premosello Chiovenda;398.8624794014862
Pieve Vergonte;Fomarco;929.2866314546171
Pievepelago;Vaglie;3459.7960307859685
Ponte SantAnna Micro;Ponte SantAnna;1285.0666520202014
Ponte SantAnna;Ponte SantAnna Micro;1285.0666520202014
Piglio;Monte Scalambra;4481.082437486547
Pigra;Monte Gireglio;2004.8562724039177
Fiesso Umbertiano;Stienta;5763.469368899436
Ro Zocca;Bosaro;7154.0121822239935
San Secondo di Pinerolo;Prarostino;2357.912239079645
San Germano Chisone;Prarostino;2802.9649110823607
Volvera;Bruino;7099.987586184188
Buriasco;Roletto;4469.968415304889
Cantalupa;Roletto;3306.3474265592026
Pino Torinese;Torino Eremo;4282.090499534679
Ragogna;San Daniele del Friuli;2478.268264947862
Monte Spinale;Doss del Sabion;7255.093462061314
Doss del Sabion;Pinzolo;2998.3928553393926
Bocenago;Pinzolo;5162.365728588232
Pinzolo;Doss del Sabion;2998.3928553393926
Piobbico Colle Paganello;Monte Nerone;4606.031659163875
Pioraco;Fiuminata;5297.936352416456
Pisogne;Costa Volpino;1520.9350501290023
Sarripoli;Monte Blocchi;2430.999711350469
Castellina;Spazzavento;1842.7340993532632
Monte Blocchi;Sarripoli;2430.999711350469
Poggio Montione;Ischia di Castro;7450.914536532832
Semproniano;Santa Fiora;10371.855641625947
Pitigliano;Poggio Montione;10791.40332873229
Montenerodomo;Monte Pallano;14125.038316030994
Pizzoli Cimitero;Corruccioni;6232.363793940583
